municipality,coordinates,capacity,name,timestamps,free_spots
Bolzano - Bozen,"Coordinate{lat=46.502958, lng=11.351793}",145,P07 - Mareccio via C. de Medici,2025-05-13T05:30:58;2025-05-13T17:00:34;2025-05-14T05:30:15;2025-05-14T17:00:54,144;144;144;144
