municipality,coordinates,capacity,name,timestamps,free_spots
Bolzano - Bozen,"Coordinate{lat=46.500551, lng=11.358216}",150,P04 - Luna via Molini,2025-05-13T05:30:57;2025-05-13T17:00:33;2025-05-14T05:30:15;2025-05-14T17:00:53,15;15;15;15
